,City,Country,Cloudiness,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
283,Myitkyina,MM,0,1578922068,61,25.38,97.4,61.43,0.89
284,Chapais,CA,85,1578922068,94,49.78,-74.85,-4.31,2.8
285,La Huaca,PE,53,1578922068,67,-4.91,-80.96,73.87,8.66
286,Waitati,NZ,4,1578921998,74,-45.75,170.57,52.0,1.99
287,Sungaipenuh,ID,100,1578922069,98,-2.08,101.38,64.69,1.99
288,Sao Joao da Barra,BR,61,1578922069,88,-21.64,-41.05,78.87,0.74
289,Primo Tapia,MX,4,1578922069,84,32.22,-116.92,45.9,1.01
290,Pevek,RU,100,1578922069,96,69.7,170.31,-5.73,6.33
291,Opuwo,NA,100,1578922069,46,-18.06,13.84,77.61,7.67
292,Farafangana,MG,17,1578922069,72,-22.82,47.83,81.93,13.47
293,Deputatsky,RU,0,1578922069,80,69.3,139.9,-25.17,3.78
294,Berlevag,NO,95,1578922069,91,70.86,29.09,31.62,20.15
295,Flin Flon,CA,100,1578922069,97,54.77,-101.86,-9.42,5.32
296,Chake Chake,TZ,3,1578922069,74,-5.25,39.77,84.99,12.62
297,Umm Lajj,SA,0,1578922069,11,25.02,37.27,74.66,13.06
298,Narsaq,GL,92,1578922070,45,60.92,-46.05,0.73,5.5
299,Nome,US,100,1578922070,92,64.5,-165.41,28.0,21.0
300,Caacupe,PY,100,1578922070,89,-25.38,-57.15,76.59,3.51
301,Valdivia,CL,0,1578922070,73,-39.81,-73.25,59.65,2.28
302,Faya,SA,0,1578922070,47,18.39,42.45,59.94,12.66
303,Tambura,SS,0,1578921907,9,5.6,27.47,96.15,4.05
304,Nemuro,JP,100,1578922070,66,43.32,145.57,27.75,9.89
305,Obihiro,JP,0,1578922070,80,42.92,143.2,15.87,6.87
306,Helong,CN,48,1578922070,91,42.54,129.0,-2.04,4.43
307,Ekhabi,RU,44,1578922070,98,53.51,142.97,-5.96,12.57
308,Labuhan,ID,45,1578922071,87,-6.88,112.21,77.65,5.91
309,Zhuanghe,CN,0,1578922071,39,39.7,122.99,21.99,1.99
310,Bubaque,GW,0,1578922071,49,11.28,-15.83,77.9,14.67
311,Ixtapa,MX,100,1578922071,92,20.7,-105.2,66.0,3.38
312,'Ahuimanu,US,100,1578922071,83,21.44,-157.84,75.47,4.0
313,Trelew,AR,28,1578922071,34,-43.25,-65.31,81.45,19.53
314,Coquimbo,CL,1,1578922071,88,-29.95,-71.34,61.05,5.86
315,Margate,GB,28,1578922051,80,51.38,1.39,47.77,11.01
316,Aksarka,RU,100,1578922071,94,66.56,67.8,13.33,11.74
317,Nola,IT,0,1578922071,44,40.92,14.53,54.25,1.99
318,Paranhos,BR,89,1578922071,73,-23.89,-55.43,81.5,4.45
319,Ayagoz,KZ,100,1578922071,91,47.97,80.44,17.2,5.91
320,Daru,PG,100,1578922072,94,-9.08,143.21,74.98,5.03
321,Pangoa,PE,25,1578921785,97,-12.12,-73.0,70.09,1.63
322,Poum,NC,99,1578922072,78,-20.23,164.02,80.1,27.07
323,Samarai,PG,100,1578921785,93,-10.62,150.67,74.89,4.9
324,Jackson,US,69,1578922004,94,42.42,-122.83,33.19,2.28
325,Den Helder,NL,23,1578921868,100,52.96,4.76,46.47,11.99
326,Abha,SA,5,1578921868,50,18.22,42.51,69.89,6.58
327,Pundaguitan,PH,65,1578922072,77,6.37,126.17,81.45,10.02
328,Ciudad Lazaro Cardenas,MX,12,1578922072,88,17.96,-102.2,71.89,3.49
329,Ambilobe,MG,87,1578922072,88,-13.2,49.05,79.74,4.0
330,Kaputa,ZM,57,1578922072,64,-8.47,29.66,78.84,3.91
331,Mahanoro,MG,86,1578922072,69,-19.9,48.8,82.92,9.66
332,Merauke,ID,98,1578922072,95,-8.47,140.33,74.64,3.91
333,Mawlaik,MM,9,1578922072,66,23.63,94.42,65.62,1.1
334,Kamen'-Rybolov,RU,50,1578922072,91,44.75,132.04,2.25,1.66
335,Louangphabang,LA,32,1578922073,69,19.89,102.13,68.77,2.44
336,Vinh,VN,95,1578922073,93,18.67,105.67,68.92,3.85
337,Terney,RU,49,1578922073,77,45.05,136.61,6.67,6.85
338,Soyo,AO,20,1578922073,59,-6.13,12.37,89.6,9.17
339,Port Hardy,CA,100,1578922073,76,50.7,-127.42,14.47,5.06
340,Kiryat Gat,IL,93,1578922073,27,31.61,34.76,59.79,12.68
341,Florida,US,89,1578921833,91,28.75,-82.5,68.47,9.37
342,Bandar,ID,3,1578922073,83,2.05,99.75,78.39,3.53
343,Benghazi,LY,78,1578922073,47,32.12,20.07,61.11,18.77
344,Kumul,CN,65,1578922074,45,42.8,93.45,20.16,1.14
345,Kaeo,NZ,27,1578922074,98,-35.1,173.78,60.64,9.46
346,Fuyu,CN,38,1578922074,99,45.18,124.82,-5.57,3.44
347,Arlit,NE,0,1578922074,9,18.74,7.39,78.15,8.81
348,Ola,RU,100,1578922074,79,59.58,151.28,-7.08,7.52
349,Kalat,PK,7,1578922074,78,29.02,66.59,22.26,5.91
350,Murashi,RU,99,1578922074,89,59.4,48.96,31.08,11.86
351,Grand Gaube,MU,40,1578922074,74,-20.01,57.66,83.46,11.41
352,Ossora,RU,80,1578922074,75,59.24,163.07,11.28,3.2
353,Laas,IT,61,1578922074,37,46.62,10.7,41.0,3.0
354,Toucheng,TW,100,1578922074,99,24.86,121.82,61.23,15.05
355,Santa Cruz de la Sierra,BO,90,1578921809,19,-17.8,-63.17,80.01,10.0
356,Bulawayo,ZW,5,1578922075,37,-20.15,28.58,87.21,13.06
357,Saint Anthony,US,90,1578922075,78,45.02,-93.22,14.18,4.7
358,Mpongwe,ZM,89,1578922075,66,-13.51,28.16,78.6,5.3
359,Mossamedes,AO,17,1578922075,78,-15.2,12.15,74.16,7.27
360,Bangkal,PH,56,1578922075,92,6.07,121.07,75.54,4.25
361,Chara,RU,16,1578922075,78,56.91,118.26,-16.33,0.29
362,Waddan,LY,99,1578922075,87,29.16,16.14,48.76,12.08
363,Birao,CF,2,1578922075,10,10.28,22.79,86.31,16.08
364,Kailua,US,83,1578922075,83,21.4,-157.74,75.43,4.0
365,Rimouski,CA,100,1578922075,81,48.45,-68.52,5.0,5.64
366,Porto de Moz,BR,57,1578922075,88,-1.75,-52.24,77.52,2.77
367,Lakes Entrance,AU,0,1578922075,77,-37.88,147.98,60.73,6.71
368,Padang,ID,100,1578922076,97,-0.95,100.35,69.87,0.69
369,Coracao de Maria,BR,45,1578922076,74,-12.23,-38.75,78.35,4.09
370,Hasaki,JP,0,1578922076,99,35.73,140.83,41.38,1.99
371,Henties Bay,NA,13,1578922076,81,-22.12,14.28,71.01,5.99
372,Tezu,IN,0,1578922076,55,27.92,96.17,59.65,4.61
373,Tongliao,CN,0,1578922076,88,43.61,122.27,-2.36,3.38
374,Lavrentiya,RU,100,1578922076,85,65.58,-171.0,21.09,20.33
375,Chunskiy,RU,18,1578922076,89,56.08,99.63,1.26,2.73
376,Nouadhibou,MR,100,1578922076,48,20.93,-17.03,65.55,7.47
377,Alkhan-Kala,RU,28,1578922076,69,43.25,45.53,34.61,2.98
378,Kathu,TH,11,1578922076,75,7.92,98.33,82.83,5.21
379,Fortuna,US,90,1578922077,100,40.6,-124.16,41.29,5.82
380,Nantucket,US,100,1578922077,87,41.28,-70.1,39.07,5.99
381,Digby,CA,100,1578922077,80,44.62,-65.77,28.0,4.0
382,Labrea,BR,100,1578922077,95,-7.26,-64.8,74.3,1.7
383,Keuruu,FI,0,1578922077,99,62.27,24.7,29.66,8.03
384,Lac du Bonnet,CA,100,1578922077,88,50.25,-96.06,16.0,3.0
385,Qiongshan,CN,68,1578922077,84,20.01,110.35,68.4,10.54
386,Surab,PK,0,1578922077,69,28.49,66.26,24.51,13.0
387,Buraidah,SA,0,1578921792,13,26.33,43.98,65.8,7.74
388,Farso,DK,62,1578922077,94,56.77,9.34,42.51,5.01
389,Westport,US,100,1578921939,83,41.14,-73.36,36.39,10.63
390,Tarauaca,BR,99,1578922077,98,-8.16,-70.77,70.57,2.66
391,Beidao,CN,46,1578922077,63,34.57,105.89,28.15,4.79
392,Honiara,SB,99,1578921831,86,-9.43,159.95,75.06,7.02
393,Aviles,ES,68,1578922017,36,43.55,-5.92,60.71,3.51
394,Srednekolymsk,RU,100,1578922078,97,67.45,153.68,-14.42,9.42
395,Moratuwa,LK,39,1578922078,56,6.77,79.88,83.07,8.72
396,Ketchikan,US,32,1578922078,70,55.34,-131.65,2.23,4.09
397,Trairi,BR,31,1578922078,64,-3.28,-39.27,84.18,5.59
398,Road Town,VG,0,1578921834,77,18.42,-64.62,78.22,25.01
399,Port Lincoln,AU,0,1578922078,78,-34.73,135.87,66.58,12.62
400,Raja,SS,0,1578921907,8,8.46,25.68,90.91,4.23
401,Prado,BR,7,1578921808,87,-17.34,-39.22,77.79,12.53
402,Tessalit,ML,0,1578922078,20,20.2,1.01,65.43,20.8
403,Waingapu,ID,100,1578922078,77,-9.66,120.26,84.47,14.74
404,Tiksi,RU,100,1578922079,86,71.69,128.87,-9.04,12.19
405,Gwadar,PK,0,1578922079,36,25.12,62.33,64.62,8.81
406,Norway,US,100,1578922079,89,45.79,-87.9,15.22,1.01
407,Camana,PE,87,1578922079,84,-16.62,-72.71,63.12,3.38
408,Amapa,BR,98,1578922079,97,1.0,-52.0,73.24,2.08
409,Zeya,RU,0,1578922079,96,53.75,127.27,-10.55,1.21
410,Umuarama,BR,96,1578921795,90,-23.77,-53.33,76.5,13.76
411,Monrovia,LR,6,1578922079,61,6.3,-10.8,86.25,8.34
412,Gadung,PH,93,1578922079,73,6.8,124.02,80.67,3.06
413,Guerrero Negro,MX,30,1578922079,87,27.98,-114.06,54.9,5.57
414,Port Augusta,AU,0,1578922079,31,-32.5,137.77,75.99,13.06
415,Lingyuan,CN,18,1578922079,54,41.24,119.4,12.43,2.19
416,Oranjemund,NA,30,1578922080,61,-28.55,16.43,74.71,20.92
417,Irbeyskoye,RU,100,1578922080,91,55.64,95.45,14.99,1.79
418,Zhezkazgan,KZ,17,1578922080,91,47.8,67.71,8.47,7.0
419,Chegdomyn,RU,31,1578922080,96,51.12,133.02,-16.74,1.79
420,Tacna,PE,97,1578922080,62,-18.01,-70.25,63.93,2.93
421,Mabaruma,GY,27,1578922080,88,8.2,-59.78,72.91,0.65
422,Jimenez,MX,100,1578922080,32,28.33,-105.4,51.44,8.05
423,Hamilton,US,93,1578922011,88,39.18,-84.53,40.95,3.0
424,Gouyave,GD,0,1578922080,74,12.16,-61.73,79.03,24.56
425,Canutama,BR,98,1578922080,97,-6.53,-64.38,72.12,1.1
426,Strezhevoy,RU,98,1578922080,92,60.73,77.59,7.3,11.72
427,Challapata,BO,92,1578922081,72,-18.9,-66.77,52.97,5.3
428,Along,IN,0,1578922081,76,28.17,94.77,54.01,1.99
429,Okhotsk,RU,0,1578922081,72,59.38,143.3,-18.49,7.74
430,Whitehorse,CA,36,1578921933,58,60.72,-135.05,-37.46,1.57
431,Grand-Lahou,CI,23,1578922081,78,5.14,-5.02,82.47,7.43
432,Banjar,ID,99,1578922081,74,-8.19,114.97,83.77,6.55
433,Morag,PL,95,1578922081,88,53.92,19.93,42.51,3.0
434,Constantine,DZ,94,1578922081,75,36.37,6.61,50.4,6.22
435,Shaoyang,CN,95,1578922081,76,27.23,111.45,43.77,2.8
436,Tempio Pausania,IT,0,1578922081,63,40.9,9.1,51.49,1.01
437,Ancud,CL,47,1578922081,83,-41.87,-73.82,57.67,1.86
438,Barentu,ER,0,1578922082,14,15.11,37.59,86.49,9.48
439,Ust'-Ishim,RU,100,1578922082,89,57.69,71.17,13.91,13.35
440,Parkes,AU,85,1578922082,34,-33.13,148.18,82.99,5.99
441,Kota Belud,MY,100,1578922082,90,6.35,116.43,79.5,6.26
442,Chongwe,ZM,100,1578922082,84,-15.33,28.68,74.55,2.53
443,Hearst,CA,100,1578922082,91,49.68,-83.67,-2.94,4.29
444,Olafsvik,IS,32,1578922082,69,64.89,-23.71,31.12,23.91
445,Lufilufi,WS,99,1578922082,94,-13.87,-171.6,78.01,3.0
446,Mokobeng,BW,48,1578922082,37,-23.0,27.67,88.21,4.59
447,Rafai,CF,11,1578922082,9,4.95,23.92,97.11,3.56
448,Sinnamary,GF,86,1578922082,81,5.38,-52.95,79.38,15.95
449,Verkhnyaya Inta,RU,99,1578922082,95,65.98,60.31,21.38,11.05
450,Erbil,IQ,100,1578921878,91,36.19,44.01,40.68,7.0
451,Saint Pete Beach,US,100,1578922083,1,27.73,-82.74,69.53,9.15
452,Petropavlovsk-Kamchatsky,RU,100,1578922083,98,53.05,158.65,31.89,23.44
453,Touros,BR,2,1578922072,79,-5.2,-35.46,81.73,18.99
454,Scarborough,GB,18,1578921943,87,54.28,-0.4,43.75,4.0
455,Bosaso,SO,0,1578922083,75,11.28,49.18,75.85,22.53
456,Wakkanai,JP,100,1578922083,69,45.41,141.67,25.03,8.05
457,Ucluelet,CA,100,1578921880,74,48.93,-125.55,33.01,7.45
458,Szentgotthard,HU,99,1578922083,60,46.95,16.27,42.19,4.0
459,Jaca,ES,100,1578922083,46,42.57,-0.55,44.38,2.3
460,Seddon,AU,0,1578922083,77,-37.81,144.89,69.75,3.0
461,Korla,CN,100,1578922084,91,41.76,86.15,33.01,1.99
462,Bauru,BR,100,1578922084,10,-22.31,-49.06,75.99,5.01
463,San Cristobal,VE,26,1578922084,92,7.77,-72.22,52.05,6.04
464,Kankanhalli,IN,82,1578922084,48,12.55,77.42,80.69,5.73
465,Sambava,MG,96,1578922084,56,-14.27,50.17,84.18,5.61
466,Maragogi,BR,84,1578922084,71,-9.01,-35.22,80.91,7.99
467,Taunggyi,MM,46,1578922084,65,20.78,97.03,60.4,5.37
468,Jaszkarajeno,HU,17,1578922084,96,47.05,20.07,28.51,3.56
469,Cascais,PT,100,1578922084,57,38.7,-9.42,53.22,4.05
470,Miquelon,PM,68,1578921845,73,47.1,-56.38,23.0,14.0
471,Lethem,GY,0,1578922084,62,3.38,-59.8,78.28,12.1
472,Muroto,JP,0,1578922084,71,33.28,134.15,38.28,5.46
473,Vilhena,BR,100,1578921963,95,-12.74,-60.15,71.17,2.71
474,Grootfontein,NA,63,1578922084,48,-19.57,18.12,80.74,12.44
475,Republic of El Salvador,SV,0,1578921873,79,13.83,-88.92,72.0,4.0
476,Canon City,US,75,1578922085,35,38.44,-105.24,22.93,12.75
477,Grindavik,IS,98,1578922085,72,63.84,-22.43,32.79,21.56
478,Dawei,MM,25,1578922085,73,14.08,98.2,79.52,13.47
479,Sun City West,US,1,1578922085,56,33.66,-112.34,39.31,5.82
480,Wilmington,US,100,1578922085,99,34.23,-77.94,66.22,6.38
481,Pasuruan,ID,90,1578922085,77,-7.65,112.91,85.15,13.31
482,Fort Nelson,CA,100,1578922085,99,58.81,-122.7,-18.29,0.76
483,Jalu,LY,85,1578922085,37,29.03,21.55,64.47,12.39
484,Bhimunipatnam,IN,0,1578922086,68,17.88,83.43,71.17,8.61
485,Mansa,IN,100,1578922086,89,29.98,75.38,53.91,7.09
486,Bay-Khaak,RU,57,1578922086,80,51.17,94.5,-7.35,8.97
487,Russell,US,98,1578921880,98,32.35,-85.2,64.13,2.55
488,Buin,CL,0,1578922086,44,-33.73,-70.75,68.22,3.76
489,Los Andes,CL,0,1578922063,34,-32.83,-70.6,65.41,3.24
490,Nanakuli,US,100,1578922086,73,21.39,-158.15,75.52,11.99
491,Buala,SB,100,1578922086,82,-8.14,159.59,81.09,10.71
492,Suez,EG,64,1578922086,39,29.97,32.53,63.05,6.89
493,Inta,RU,100,1578922086,94,66.03,60.17,21.4,13.51
494,Palmdale,US,90,1578921935,81,34.58,-118.12,40.6,5.5
495,Chalus,IR,100,1578922086,86,36.66,51.42,36.82,3.78
496,Porangatu,BR,67,1578922087,86,-13.44,-49.15,77.85,3.44
497,Joshimath,IN,100,1578922087,97,30.57,79.57,33.4,1.79
498,Kilindoni,TZ,34,1578922087,74,-7.91,39.67,84.61,11.88
499,Alekseyevsk,RU,13,1578922087,94,57.84,108.35,-10.19,3.09
500,Smolenka,RU,0,1578922087,91,52.14,113.5,-9.6,0.51
501,Santa Isabel do Rio Negro,BR,65,1578922087,83,-0.41,-65.02,76.66,1.12
502,Kwakoa,TZ,12,1578922087,38,-3.77,37.72,89.01,10.27
503,Mahon,ES,1,1578922087,59,39.89,4.27,55.13,5.7
504,Tlaltenango,MX,0,1578922087,79,19.17,-98.33,48.24,2.28
505,Alice,US,99,1578922087,96,27.75,-98.07,61.39,8.99
506,Bintulu,MY,98,1578921797,88,3.17,113.03,80.01,1.99
507,Bazarnyye Mataki,RU,100,1578922088,95,54.88,49.93,26.01,13.42
508,Presidencia Roque Saenz Pena,AR,100,1578922088,75,-26.79,-60.44,79.97,7.18
509,Divnomorskoye,RU,21,1578922088,69,44.5,38.14,40.5,5.86
510,Innisfail,AU,79,1578922088,92,-17.53,146.03,75.38,4.21
511,Kangaatsiaq,GL,100,1578922088,96,68.31,-53.46,6.91,13.11
512,Kavaratti,IN,100,1578922088,61,10.57,72.64,82.09,9.35
513,Conakry,GN,0,1578922088,33,9.54,-13.68,87.49,7.96
514,Waipawa,NZ,38,1578922088,72,-41.41,175.52,54.5,1.01
515,Khed,IN,8,1578922088,56,17.72,73.38,81.19,8.93
516,Mandera,KE,73,1578922089,12,3.94,41.87,86.0,1.99
517,Cruz Alta,BR,75,1578922089,74,-28.64,-53.61,76.95,12.19
518,Vila Franca do Campo,PT,50,1578922089,77,37.72,-25.43,62.01,5.99
519,Sur,OM,28,1578922089,50,22.57,59.53,67.35,16.17
520,Mehamn,NO,100,1578922089,96,71.04,27.85,29.1,14.14
521,Shunyi,CN,0,1578922089,37,40.12,116.65,27.97,9.98
522,Tautira,PF,100,1578922089,83,-17.73,-149.15,77.0,3.0
523,Mali,GN,0,1578922089,12,12.08,-12.3,96.8,2.68
524,Flinders,AU,31,1578922089,22,-34.58,150.86,66.31,5.01
525,Khilok,RU,0,1578922089,94,51.37,110.47,-7.38,1.48
526,Champerico,GT,0,1578922089,66,14.3,-91.92,71.98,2.86
527,Tabou,CI,74,1578922089,49,4.42,-7.35,94.93,1.79
528,Matagami,CA,100,1578922090,97,49.75,-77.63,-3.08,2.95
529,Yarovoy,RU,100,1578922090,94,52.93,78.58,6.93,7.81
530,Vostok,RU,100,1578922090,98,46.49,135.88,-4.09,3.29
531,Awasa,ET,38,1578922090,49,7.05,38.47,73.74,7.52
532,Dingle,PH,100,1578922090,92,11.0,122.67,73.62,7.47
533,Ust'-Omchug,RU,10,1578922090,99,61.15,149.63,-32.46,2.17
534,Shitanjing,CN,0,1578922090,58,39.23,106.34,16.88,4.61
535,Syracuse,IT,5,1578922090,78,37.09,15.28,56.46,4.0
536,Hervey Bay,AU,43,1578922090,82,-25.3,152.85,73.99,3.0
537,Ziro,IN,0,1578922090,77,27.63,93.83,49.59,2.93
538,Corinth,GR,32,1578922090,46,37.94,22.96,55.11,3.0
539,Esim,GH,96,1578922090,50,4.87,-2.24,93.43,4.56
540,Hatillo,PR,0,1578922090,72,18.49,-66.83,77.86,5.99
541,Manokwari,ID,100,1578921991,86,-0.87,134.08,74.43,3.6
542,Okha,RU,44,1578922091,98,53.57,142.95,-5.96,12.57
543,Campina Verde,BR,85,1578922091,76,-19.54,-49.49,80.02,2.66
544,Auki,SB,96,1578922091,77,-8.77,160.7,84.88,23.33
545,Monte Patria,CL,0,1578922091,41,-30.69,-70.95,68.68,3.4
546,Vengerovo,RU,95,1578922091,96,55.68,76.75,3.24,10.65
547,Poyarkovo,RU,12,1578922091,97,49.6,128.68,-9.38,2.66
548,Northam,GB,91,1578922091,83,51.03,-4.22,50.16,23.0
549,Raudeberg,NO,100,1578922091,76,61.99,5.14,44.01,45.07
550,Dwarka,IN,0,1578922091,66,22.24,68.97,67.62,13.24
551,Turukhansk,RU,100,1578922091,93,65.82,87.98,3.78,13.18
552,College,US,81,1578922091,76,64.86,-147.8,-9.11,2.33
553,Preston,GB,88,1578922091,87,53.77,-2.72,46.26,8.99
554,Phan Thiet,VN,0,1578922091,72,10.93,108.1,71.1,5.79
555,Linjiang,CN,34,1578922091,97,41.81,126.91,-3.24,1.52
556,Sibolga,ID,83,1578922092,96,1.74,98.78,73.71,0.85
557,Parit Buntar,MY,89,1578922092,74,5.13,100.49,85.51,3.0
558,Mandalgovi,MN,0,1578922092,86,45.76,106.27,-0.42,8.7
559,Rocha,UY,0,1578922092,46,-34.48,-54.33,70.27,7.34
560,Ariano Irpino-Martiri,IT,40,1578922092,68,41.15,15.08,53.37,1.01
561,Lerwick,GB,85,1578922092,74,60.15,-1.15,45.37,35.61
562,Mnogovershinnyy,RU,46,1578922092,85,53.94,139.92,-8.1,4.7
563,Fare,PF,100,1578922092,77,-16.7,-151.02,81.19,18.43
564,Te Anau,NZ,0,1578922092,81,-45.42,167.72,42.82,1.23
565,Banda Aceh,ID,60,1578922092,77,5.56,95.32,77.43,3.98
566,West Wendover,US,14,1578921865,59,40.74,-114.07,32.74,22.68
567,Kulhudhuffushi,MV,100,1578922092,62,6.62,73.07,82.22,6.82
568,Sakaiminato,JP,93,1578922093,71,35.55,133.23,42.53,10.85
